brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,horsepower,displacement,cylinders,turbo,transmission_type,gears,sales_price_log
Lincoln,Navigator L,2008,95000,Gasoline,Black,Black,None reported,Yes,10900,300.0,5.4,8.0,False,Automatic,,4.037426497940624
Hyundai,Elantra GLS,2010,107000,Gasoline,Blue,Blue,At least 1 accident or damage reported,Yes,6250,138.0,2.0,4.0,False,Automatic,4.0,3.7958800173440754
Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,24700,354.0,3.0,6.0,False,,,4.392696953259666
Mitsubishi,Lancer Evolution GSR,2012,33000,Gasoline,Black,Black,None reported,Yes,34999,291.0,2.0,4.0,False,Manual,5.0,4.54405563575924
Tesla,Model Y Performance,2023,500,,Black,White,None reported,Yes,60000,455.0,,,False,Automatic,1.0,4.778151250383644
Mercedes-Benz,Maybach S S 600,2016,108500,Gasoline,White,Beige,None reported,Yes,63500,523.0,6.0,12.0,False,Automatic,7.0,4.802773725291976
Nissan,GT-R Premium,2017,37800,Gasoline,Orange,Orange,None reported,Yes,149500,565.0,3.8,6.0,False,,,5.174641192660449
Mercedes-Benz,GLS 550 Base 4MATIC,2018,74422,Gasoline,Obsidian Black Metallic,Gray,None reported,,44798,,4.7,,True,Automatic,,4.651258625418847
Chevrolet,Blazer Premier,2019,55621,Gasoline,Silver Ice Metallic,Jet Black,None reported,,34562,,3.6,6.0,False,Automatic,9.0,4.53859886586218
Mazda,CX-9 Grand Touring,2021,46707,Gasoline,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541,,2.5,4.0,True,Automatic,6.0,4.512430894876464
Ford,Expedition Max Limited,2022,26500,Gasoline,White,Beige,None reported,Yes,65900,440.0,3.5,6.0,False,Automatic,,4.81888541459401
Nissan,Titan XD SV,2020,10001,Gasoline,Black,Black,None reported,Yes,47214,,5.6,8.0,False,Automatic,9.0,4.67407079569366
Lexus,LX 570 Three-Row,2019,19050,Gasoline,Black,Beige,None reported,Yes,76900,383.0,5.7,8.0,False,Automatic,8.0,4.885926339801431
Chevrolet,Traverse Premier,2020,52000,Gasoline,White,Black,None reported,Yes,35800,310.0,3.6,6.0,False,Automatic,,4.553883026643875
Mercedes-Benz,Sprinter High Roof,2014,65000,Diesel,Black,Black,At least 1 accident or damage reported,Yes,54999,188.0,3.0,6.0,False,Automatic,7.0,4.740354793159152
BMW,X5 3.0i,2004,140000,Gasoline,Black,Beige,None reported,Yes,6730,225.0,3.0,6.0,False,,,3.828015064223977
Ford,Fusion SE,2018,75600,Gasoline,Blue,Black,At least 1 accident or damage reported,Yes,14950,181.0,1.5,4.0,False,Automatic,,4.174641192660449
Lincoln,MKZ Base,2015,117292,Gasoline,Beige,Beige,None reported,Yes,12000,240.0,2.0,4.0,False,Automatic,,4.079181246047625
Ford,GT,2005,1897,Gasoline,White,–,None reported,,429998,,5.4,,False,Manual,,5.633466435600554
Genesis,G90 5.0 Ultimate,2017,26000,Gasoline,White,Beige,None reported,Yes,33600,420.0,5.0,8.0,False,,,4.526339277389844
Lexus,LC 500 Base,2022,2071,Gasoline,Nightfall Mica,Caramel,None reported,,99950,,5.0,8.0,False,Automatic,,4.999782798454135
Ford,Shelby GT500 Base,2014,15629,Gasoline,Black,Black,None reported,,61900,,5.8,8.0,False,Manual,6.0,4.791690649020118
Saturn,Sky Base,2008,15020,Gasoline,Silver,Red,None reported,Yes,18500,173.0,2.4,4.0,False,Automatic,,4.267171728403014
Audi,RS Q8 4.0T quattro,2022,11322,Gasoline,Daytona Gray Pearl Effect,Black / Express Red,None reported,,119900,,4.0,8.0,True,Automatic,8.0,5.078819183098848
Toyota,Land Cruiser,2016,50361,Gasoline,Silver,Black,None reported,,65998,,5.7,,False,Automatic,,4.819530774903619
Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,36000,429.0,4.6,8.0,False,,,4.556302500767287
Porsche,911 Carrera C2S,2005,28500,Gasoline,Silver,Black,None reported,Yes,63500,355.0,3.8,6.0,False,Manual,6.0,4.802773725291976
Mercedes-Benz,AMG GLA 45 Base 4MATIC,2018,51700,Gasoline,White,Black,None reported,Yes,32000,375.0,2.0,4.0,False,,,4.505149978319906
Ford,Taurus X Limited,2008,148949,Gasoline,Blue,Beige,None reported,Yes,3900,263.0,3.5,6.0,False,Automatic,,3.591064607026499
BMW,440 Gran Coupe i,2018,39300,Gasoline,White,Beige,At least 1 accident or damage reported,Yes,31750,320.0,3.0,6.0,False,Automatic,8.0,4.501743729627995
Honda,S2000 CR,2008,82323,Gasoline,Black,Black,None reported,Yes,28500,237.0,2.2,4.0,False,Manual,6.0,4.45484486000851
Acura,Integra w/A-Spec Tech Package,2023,3574,Gasoline,Apex Blue,Orchid,None reported,,34998,,1.5,,True,,,4.544043226813659
Ford,Excursion Limited,2001,109357,Gasoline,Green,Beige,None reported,Yes,12749,310.0,6.8,10.0,False,Automatic,,4.105476121121821
Mercedes-Benz,SL-Class SL500 Roadster,2004,46000,Gasoline,White,Gray,None reported,Yes,18853,302.0,5.0,8.0,False,Automatic,,4.275380467527434
Mercedes-Benz,CLS-Class CLS 550,2007,123112,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,104999,382.0,5.5,8.0,False,Automatic,,5.021185162912319
INFINITI,G35 Sport,2007,37100,Gasoline,Gray,Black,None reported,Yes,16900,306.0,3.5,6.0,False,Manual,6.0,4.227886704613674
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,Silver,Black,None reported,Yes,14500,210.0,2.0,4.0,False,Manual,6.0,4.161368002234975
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,Go Mango!,Black,None reported,,53900,,6.4,8.0,False,Automatic,8.0,4.731588765186738
Lincoln,Navigator L Reserve,2019,67073,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,47999,450.0,3.5,6.0,False,Automatic,10.0,4.681232189479632
Maserati,Ghibli S Q4,2015,28700,Gasoline,White,Red,,,24900,404.0,3.0,6.0,False,Automatic,8.0,4.396199347095736
Tesla,Model X Base,2023,8200,,Black,Black,None reported,Yes,93999,670.0,,,False,Automatic,,4.97312323342106
Mercedes-Benz,AMG G 63 Base,2018,41000,Gasoline,Gray,Black,None reported,Yes,108900,563.0,5.5,8.0,False,,,5.037027879755775
Ford,Expedition Limited,2018,98995,Gasoline,Ingot Silver Metallic,Ebony,None reported,,34998,,3.5,,False,Automatic,,4.544043226813659
Volkswagen,Routan SE,2012,123815,Gasoline,Black,Gray,None reported,Yes,5000,283.0,3.6,6.0,False,Automatic,6.0,3.6989700043360187
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,White,White,None reported,Yes,1950995,,8.0,,True,Automatic,7.0,6.290256156388269
Toyota,Highlander XLE,2020,61341,Gasoline,Midnight Black Metallic,Black,At least 1 accident or damage reported,,34084,,3.5,6.0,False,Automatic,8.0,4.532550556634232
Honda,Civic LX,2016,96473,Gasoline,Black,Black,None reported,,15599,,2.0,4.0,False,Automatic,,4.19309675807227
Jeep,Wrangler Unlimited Sahara,2017,66107,Gasoline,Black Clearcoat,Black,None reported,,31331,,3.6,6.0,False,Automatic,5.0,4.495974256597348
Land,Rover Range Rover Supercharged,2008,114287,Gasoline,Black,Black,None reported,Yes,9900,400.0,4.2,8.0,False,Automatic,6.0,3.9956351945975497
Acura,ILX 2.0L w/Premium Package,2015,75000,Gasoline,Gold,Beige,None reported,Yes,14500,150.0,2.0,4.0,False,Automatic,5.0,4.161368002234975
BMW,M6 Base,2016,45800,Gasoline,Gold,Black,,,36800,560.0,4.4,8.0,False,Automatic,7.0,4.565847818673518
Polestar,2 Launch Edition,2021,12172,,Thunder Gray,Charcoal,None reported,,35999,,,,False,Automatic,1.0,4.556290436864124
BMW,X6 sDrive35i,2016,70582,Gasoline,Black,White,At least 1 accident or damage reported,Yes,35000,300.0,3.0,6.0,False,Automatic,8.0,4.544068044350276
Porsche,Cayman S,2014,33088,Gasoline,Black,Black,None reported,Yes,49750,325.0,3.4,6.0,False,Automatic,7.0,4.696793085081744
Lincoln,Corsair Grand Touring,2021,1850,Plug-In Hybrid,Silver,Beige,None reported,Yes,49000,266.0,2.5,4.0,False,,,4.690196080028514
Cadillac,DTS Luxury II,2008,94155,Gasoline,White,Beige,None reported,Yes,10500,275.0,4.6,8.0,False,Automatic,4.0,4.021189299069938
Cadillac,ATS 3.6L Luxury,2016,25000,Gasoline,Red,Beige,None reported,Yes,17999,335.0,3.6,6.0,False,Automatic,8.0,4.255248376961857
GMC,Sierra 1500 SLT,2016,99500,Gasoline,Gray,Black,None reported,Yes,27995,355.0,5.3,8.0,False,Automatic,8.0,4.447080471831002
INFINITI,G37 x,2009,158564,Gasoline,Blue,Beige,None reported,Yes,8750,328.0,3.7,6.0,False,Automatic,,3.942008053022313
Ford,Transit-350 XLT,2023,20000,Gasoline,Black,Black,None reported,Yes,78499,310.0,3.5,6.0,False,Automatic,10.0,4.894864124296232
Cadillac,XTS Luxury,2018,46711,Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,20850,304.0,3.6,6.0,False,Automatic,6.0,4.319106059309776
Nissan,NV Passenger NV3500 HD SL V8,2017,46496,Gasoline,Black,Gray,None reported,Yes,41000,375.0,5.6,8.0,False,Automatic,,4.6127838567197355
Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,Gasoline,Silver,Black,None reported,Yes,53800,362.0,3.0,6.0,False,Automatic,9.0,4.730782275666389
Toyota,Land Cruiser Base,2008,175000,Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,37900,381.0,5.7,8.0,False,Automatic,6.0,4.578639209968072
Toyota,Land Cruiser Base,2016,61500,Gasoline,White,Black,None reported,Yes,63500,381.0,5.7,8.0,False,Automatic,8.0,4.802773725291976
RAM,ProMaster 2500 Window Van High Roof,2016,49750,Gasoline,Black,Gray,None reported,Yes,65000,280.0,3.6,6.0,False,Automatic,6.0,4.812913356642856
Lamborghini,Gallardo Base,2007,38800,Gasoline,Orange,Orange,None reported,Yes,100000,493.0,5.0,10.0,False,,,5.0
Lincoln,MKZ Base,2011,83765,Gasoline,Black,Black,None reported,Yes,8995,263.0,3.5,6.0,False,Automatic,,3.9540011676815703
Mercedes-Benz,EQS 450 4MATIC,2023,7388,,Gray,Beige,None reported,Yes,105500,355.0,,,False,Automatic,1.0,5.023252459633712
Lamborghini,Huracan Tecnica Coupe,2023,278,Gasoline,Bianco Monocerus,Nero Ade,None reported,,359991,,5.2,,False,Automatic,,5.55629164326952
Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,Verde,Black,None reported,,75900,,2.9,6.0,True,Automatic,8.0,4.88024177589548
Chevrolet,Trailblazer LT,2021,50648,Gasoline,Pacific Blue Metallic,Jet Black,None reported,,23995,,1.2,3.0,True,Automatic,,4.38012075426844
Toyota,Land Cruiser Base,1993,231500,,White,Gray,None reported,Yes,29500,,,,False,Automatic,,4.469822015978163
Lamborghini,Urus Base,2021,13692,Gasoline,Black,Red,None reported,Yes,257000,641.0,4.0,8.0,False,Automatic,8.0,5.409933123331294
INFINITI,G37 x,2013,60058,Gasoline,White,Beige,At least 1 accident or damage reported,Yes,15000,328.0,3.7,6.0,False,Automatic,,4.176091259055681
Maserati,Levante S,2017,54423,Gasoline,Black,Black,None reported,Yes,33950,424.0,3.0,6.0,False,Automatic,8.0,4.530839778616521
Toyota,Highlander Limited,2022,24001,Gasoline,Wind Chill Pearl,Graphite,None reported,,47498,,3.5,6.0,False,Automatic,8.0,4.676675323156437
Nissan,Armada SL,2022,14735,Gasoline,White,Black,None reported,,50998,,5.6,,False,Automatic,,4.7075531446078305
Audi,Q5 Premium,2023,2425,Hybrid,Mythos Black,–,None reported,,42998,,2.0,,False,Automatic,,4.633448255366466
Ford,Shelby GT500 Base,2022,2050,Gasoline,Gray,Black,None reported,Yes,94999,760.0,5.2,8.0,False,,,4.9777190337439245
Lincoln,Navigator L Reserve,2019,64855,Gasoline,Silver,Beige,None reported,Yes,46995,450.0,3.5,6.0,False,Automatic,10.0,4.672051653937387
Mercedes-Benz,EQS 450+ Base,2022,16238,,White,Beige,None reported,Yes,62479,329.0,,,False,Automatic,1.0,4.795734069877608
RAM,1500 Laramie,2022,18051,Gasoline,Patriot Blue Pearlcoat,Black,None reported,Yes,47995,,5.7,8.0,False,Automatic,,4.681195996010693
Lincoln,Town Car Base,2004,36524,Gasoline,Black,Black,None reported,Yes,14900,239.0,4.6,8.0,False,Automatic,4.0,4.173186268412274
Acura,TLX w/A-Spec Package,2022,14896,Gasoline,Lunar Silver Metallic,Ebony,None reported,,39998,,2.0,,True,,2.0,4.602038276060981
Toyota,Camry Hybrid LE,2022,14048,Hybrid,Black,Black,None reported,,29999,,2.5,4.0,False,Automatic,,4.477106777995652
Honda,CR-V EX,2003,224000,Gasoline,Black,Gray,None reported,Yes,3900,160.0,2.4,4.0,False,Manual,,3.591064607026499
Mercedes-Benz,E-Class E 550,2014,80581,Gasoline,Gray,Beige,None reported,Yes,26000,402.0,4.7,8.0,False,,,4.414973347970818
Mazda,MX-5 Miata Grand Touring,2007,81400,Gasoline,Red,–,At least 1 accident or damage reported,Yes,11000,166.0,2.0,4.0,False,Manual,6.0,4.041392685158225
Porsche,718 Boxster Base,2019,6700,Gasoline,Gray,Black,None reported,Yes,63000,300.0,2.0,4.0,False,Automatic,7.0,4.799340549453582
Ford,Transit-350 XLT,2015,143000,Gasoline,Silver,Gray,None reported,Yes,22500,275.0,3.7,6.0,False,Automatic,6.0,4.352182518111363
Kia,Sportage SX Turbo,2017,87842,Gasoline,Black Cherry,Black,None reported,Yes,18688,,2.0,4.0,True,Automatic,6.0,4.271562825432305
INFINITI,G37 S Sport,2010,116451,Gasoline,White,Gray,None reported,Yes,16500,328.0,3.7,6.0,False,Manual,6.0,4.217483944213907
Nissan,Titan XD S,2019,53677,Gasoline,Red,Gray,None reported,Yes,27900,390.0,5.6,8.0,False,Automatic,7.0,4.445604203273597
Audi,S7 2.9T Prestige,2021,12000,Hybrid,Gray,Black,None reported,Yes,77500,444.0,2.9,6.0,False,Automatic,8.0,4.889301702506311
Land,Rover Discovery HSE,2019,20034,Gasoline,Yulong White,Tan/Ebony,None reported,,43998,,3.0,,False,Automatic,,4.643432935379254
Ford,Transit-350 XLT,2020,32000,Diesel,Black,Black,None reported,Yes,68000,210.0,2.0,4.0,False,Automatic,,4.832508912706237
INFINITI,Q70 3.7,2014,70312,Gasoline,Black,Black,None reported,Yes,19995,330.0,3.7,6.0,False,Automatic,7.0,4.300921408469541
Jeep,Gladiator Rubicon,2022,8794,Gasoline,White,Black,None reported,Yes,54000,285.0,3.6,6.0,False,Automatic,,4.732393759822968
Lincoln,MKX Base,2010,156000,Gasoline,Black,Black,At least 1 accident or damage reported,Yes,5900,265.0,3.5,6.0,False,Automatic,6.0,3.7708520116421442
Porsche,911 Carrera 4S,2020,25568,Gasoline,Red,Black,None reported,Yes,134999,,3.0,,True,Manual,7.0,5.130330551486929
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,34250,362.0,3.0,6.0,False,,,4.534660575828444
Porsche,Cayman Base,2014,52000,Gasoline,Blue,Beige,At least 1 accident or damage reported,Yes,37000,275.0,2.7,6.0,False,,,4.568201724066995
Acura,MDX 3.7L Advance,2011,137200,Gasoline,White,Gray,None reported,Yes,12000,300.0,3.7,6.0,False,,,4.079181246047625
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,White,Black,At least 1 accident or damage reported,Yes,32000,292.0,2.0,4.0,False,Automatic,7.0,4.505149978319906
Kia,Forte GT-Line,2023,15500,Gasoline,White,Black,At least 1 accident or damage reported,Yes,24500,147.0,2.0,4.0,False,,,4.389166084364533
BMW,M8 Competition,2020,10906,Gasoline,Donington Grey Metallic,Black,None reported,,96998,,4.4,,True,Automatic,,4.9867627796485285
Lincoln,MKC Select,2019,49814,Gasoline,Ruby Red Metallic Tinted Clearcoat,Cappuccino,None reported,,26545,,2.0,4.0,True,Automatic,6.0,4.423982729677176
BMW,i8 Base,2015,846,Plug-In Hybrid,White,White,None reported,Yes,86999,357.0,1.5,3.0,False,Automatic,,4.939514260699332
Toyota,Highlander XLE,2021,67039,Gasoline,Blue,Black,None reported,,34645,,3.5,6.0,False,Automatic,8.0,4.539640565669428
Mazda,CX-30 Premium Package,2023,2636,Gasoline,Platinum Quartz Metallic,Black,None reported,,28535,,2.5,4.0,False,Automatic,6.0,4.4553778768849766
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,White,Black,At least 1 accident or damage reported,Yes,43550,,3.6,6.0,False,Automatic,8.0,4.638988159343682
Lincoln,MKZ Reserve,2017,37375,Gasoline,Blue,Brown,None reported,Yes,27500,400.0,3.0,6.0,False,Automatic,6.0,4.439332693830263
Tesla,Model 3 Standard Range Plus,2021,21600,,White,Black,None reported,Yes,31000,271.0,,,False,Automatic,,4.491361693834273
Porsche,718 Cayman S,2019,9500,Gasoline,Red,Black,At least 1 accident or damage reported,Yes,69000,350.0,2.5,4.0,False,Automatic,7.0,4.838849090737256
Chevrolet,Corvette Base,2005,143095,Gasoline,Red,Black,None reported,Yes,16000,400.0,6.0,8.0,False,Automatic,4.0,4.204119982655925
Acura,RSX Type S,2002,80000,Gasoline,Beige,Beige,At least 1 accident or damage reported,Yes,8500,200.0,2.0,4.0,False,Manual,6.0,3.929418925714293
Ferrari,Roma Base,2021,3000,Gasoline,Blue,Brown,None reported,Yes,275000,611.0,3.9,8.0,False,Automatic,8.0,5.439332693830263
Porsche,Cayman S,2007,5856,Gasoline,Black,Black,None reported,Yes,45000,295.0,3.4,6.0,False,Manual,6.0,4.653212513775344
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,Yellow,–,None reported,Yes,488880,,6.8,12.0,False,Automatic,8.0,5.68920227071177
Audi,SQ7 4.0T,2022,28927,Gasoline,Matador Red Metallic,Black,None reported,,74900,,4.0,8.0,True,Automatic,,4.874481817699467
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,Black,Black,None reported,Yes,144664,603.0,4.0,8.0,False,Automatic,9.0,5.1603604692908265
Honda,Ridgeline RTL-E,2021,14442,Gasoline,White,Beige,None reported,Yes,38500,280.0,3.5,6.0,False,Automatic,9.0,4.585460729508501
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,Silver,Black,None reported,Yes,12995,302.0,5.0,8.0,False,Automatic,7.0,4.113776283837032
Lexus,GX 470 Base,2004,154000,Gasoline,White,Beige,At least 1 accident or damage reported,Yes,10000,235.0,4.7,8.0,False,Automatic,,4.0
Lexus,NX 200t Base,2015,54000,Gasoline,White,Black,None reported,Yes,27000,235.0,2.0,4.0,False,Automatic,6.0,4.431363764158987
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,Silver,Gray,At least 1 accident or damage reported,Yes,6000,210.0,3.7,6.0,False,Automatic,4.0,3.778151250383644
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,Blu,Nero,None reported,Yes,52645,,3.0,6.0,True,Automatic,8.0,4.721357130022457
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,Fuji White,–,None reported,,35998,,2.0,,False,Automatic,,4.5562783726258385
Aston,Martin DBX Base,2021,2353,Gasoline,Green,Sahara Tan,None reported,Yes,159500,,4.0,8.0,True,Automatic,9.0,5.2027606873932
Audi,Q3 45 S line Premium,2022,9325,Gasoline,Mythos Black Metallic,Black,None reported,,33610,,2.0,4.0,True,Automatic,8.0,4.526468512469477
Ford,Explorer XLT,2020,61001,Gasoline,Gray,Ebony,At least 1 accident or damage reported,Yes,28616,,2.3,4.0,True,Automatic,10.0,4.4566089271409135
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,White,Black,None reported,Yes,46900,469.0,4.0,8.0,False,Automatic,9.0,4.671172842715083
Subaru,BRZ Premium,2023,5800,Gasoline,Black,Black,None reported,Yes,29990,228.0,2.4,4.0,False,Manual,6.0,4.4769764657595275
BMW,640 i,2016,40080,Gasoline,Black,Black,None reported,Yes,28499,315.0,3.0,6.0,False,Automatic,8.0,4.454829621338289
Kia,Stinger GT2,2020,57000,Gasoline,Black,Red,At least 1 accident or damage reported,Yes,36500,365.0,3.3,6.0,False,Automatic,,4.562292864456475
Chevrolet,Bolt EUV Premier,2022,7624,,Mosaic Black Metallic,Jet Black,None reported,Yes,31985,,,,False,Automatic,1.0,4.5049463550535815
Subaru,Forester 2.5 XT,2004,122000,Gasoline,Gold,Black,At least 1 accident or damage reported,Yes,9999,210.0,2.5,4.0,False,Manual,5.0,3.9999565683801923
Kia,Sportage X-Pro,2023,459,Gasoline,Jungle Green,Black,None reported,,36998,,2.5,4.0,False,Automatic,8.0,4.568178248055102
BMW,M4 Base,2016,62500,Gasoline,Black,Orange,At least 1 accident or damage reported,Yes,40500,425.0,3.0,6.0,False,Automatic,7.0,4.607455023214668
Hyundai,Equus Signature,2013,72000,Gasoline,Silver,Black,None reported,Yes,17500,429.0,5.0,8.0,False,Automatic,8.0,4.243038048686294
Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,BLACK,BLACK,None reported,,69900,,3.0,,False,Automatic,9.0,4.8444771757456815
BMW,M550 i xDrive,2020,40000,Gasoline,Blue,Black,None reported,Yes,53000,523.0,4.4,8.0,False,,,4.724275869600789
Subaru,Impreza WRX STI,2014,77000,Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,30000,305.0,2.5,4.0,False,Manual,6.0,4.477121254719663
Mercedes-Benz,AMG G 63 Base,2019,19593,Gasoline,Black,Black,None reported,,159998,,4.0,,True,Automatic,,5.204114553940972
Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,Deep Crystal Blue Mica,Black,None reported,,22966,,2.5,4.0,True,Automatic,6.0,4.361085360488826
Hyundai,Veloster Base,2013,800,Gasoline,Black,Gray,None reported,Yes,9800,132.0,1.6,4.0,False,,,3.9912260756924947
Bentley,Bentayga S,2023,2600,Gasoline,Beluga Black,Hotspur,None reported,Yes,239995,,4.0,8.0,True,Automatic,8.0,5.38020219381565
Land,Rover Defender X-Dynamic SE,2023,6204,Hybrid,Eiger Grey,–,None reported,,79998,,3.0,,False,Automatic,,4.903079129494177
Kia,Telluride SX,2020,69185,Gasoline,Ebony Black,Gray,None reported,,37405,,3.8,6.0,False,Automatic,8.0,4.572929659079372
Maserati,GranTurismo Sport,2015,45000,Gasoline,Black,Black,None reported,Yes,41900,454.0,4.7,8.0,False,Automatic,6.0,4.622214022966295
BMW,540 i xDrive,2020,37426,Gasoline,White,Black,None reported,,39998,,2.0,,True,Automatic,,4.602038276060981
INFINITI,M56 Base,2011,137000,Gasoline,Gray,Brown,At least 1 accident or damage reported,Yes,8500,420.0,5.6,8.0,False,,,3.929418925714293
Mazda,Mazda3 s Grand Touring,2016,85000,,Black,Black,At least 1 accident or damage reported,Yes,18500,,,,False,Automatic,,4.267171728403014
